370859.7671	193087.2697
370860.0424	193087.1507
370860.3259	193087.0528
370860.6159	193086.9763
370860.9108	193086.9218
370861.209	193086.8895
370861.5088	193086.8796
370861.8084	193086.8922
370917.4457	193091.3428
370917.7404	193091.3985
370918.0301	193091.4761
370918.3133	193091.5753
370918.5881	193091.6953
370918.8531	193091.8355
370919.1071	193091.9953
370919.3482	193092.1737
370919.5753	193092.3695
370919.7871	193092.5819
370919.9824	193092.8096
370920.1601	193093.0511
370920.3192	193093.3054
370920.4588	193093.5709
370920.578	193093.846
370920.6764	193094.1294
370920.7532	193094.4193
370920.8082	193094.7142
370920.8408	193095.0124
370920.851	193095.3121
370920.8387	193095.6118
370920.8381	193095.6197
370919.7222	193109.4746
370919.6661	193109.7693
370919.5882	193110.0589
370919.4887	193110.3418
370919.3684	193110.6166
370919.2278	193110.8815
370919.0677	193111.1351
370918.8891	193111.376
370918.6929	193111.603
370918.4803	193111.8145
370918.2524	193112.0095
370918.0105	193112.1868
370917.7561	193112.3456
370917.4904	193112.4849
370917.2151	193112.6039
370916.9317	193112.7019
370916.6417	193112.7784
370916.3468	193112.8329
370916.0485	193112.8651
370915.7488	193112.875
370915.4491	193112.8624
370860.0882	193108.4435
370859.8118	193108.4118
370859.5171	193108.3561
370859.2274	193108.2784
370858.9443	193108.1794
370858.6694	193108.0593
370858.4044	193107.919
370858.1505	193107.7593
370857.9093	193107.581
370857.6822	193107.3851
370857.4704	193107.1727
370857.2752	193106.9451
370857.0974	193106.7035
370856.9384	193106.4492
370856.7988	193106.1837
370856.6795	193105.9085
370856.5811	193105.6252
370856.5043	193105.3353
370856.4494	193105.0404
370856.4168	193104.7423
370856.4065	193104.4425
370857.6919	193088.1935
370857.6925	193088.1856
370857.7264	193087.8876
370857.7824	193087.5929
370857.8603	193087.3033
370857.9597	193087.0204
370858.0802	193086.7457
370858.2207	193086.4807
370858.3808	193086.2271
370858.5594	193085.9862
370858.7556	193085.7592
370858.9683	193085.5477
370859.1961	193085.3527
370859.4379	193085.1754
370859.6924	193085.0166
370859.958	193084.8773
370860.2334	193084.7583
370860.5169	193084.6604
370860.8069	193084.5839
370861.1018	193084.5294
370861.4	193084.4971
370861.6998	193084.4872
370861.9994	193084.4998
370917.6366	193088.9504
370917.9314	193089.0061
370918.2211	193089.0838
370918.5042	193089.1829
370918.779	193089.3029
370919.0441	193089.4432
370919.298	193089.6029
370919.5391	193089.7813
370919.7662	193089.9771
370919.9781	193090.1895
370920.1734	193090.4172
370920.351	193090.6587
370920.5101	193090.913
370920.6497	193091.1785
370920.769	193091.4537
370920.8673	193091.737
370920.9442	193092.0269
370920.9991	193092.3218
370921.0318	193092.62
370921.042	193092.9197
370921.0296	193093.2194
370921.0291	193093.2273
